Namespace(job_id=1, seed=5, test_batch_size=100, momentum=0.9, weight_decay=0.0001, data_path='./dataset/', dataset='cifar100', data_aug=0, model='PreActResNet18', lr=0.01, batch_size=64, ssize=64, method=<Method.FOCAL: 5>)
initial seed = 5
Epoch 0 | tr_loss=4.625 tr_acc=0.96 | te_loss=4.626 te_acc=0.91 | time=15.5
Epoch 25 | tr_loss=0.694 tr_acc=87.84 | te_loss=1.807 te_acc=50.35 | time=699.8
Epoch 26 | tr_loss=0.617 tr_acc=89.97 | te_loss=1.768 te_acc=51.18 | time=726.9
Epoch 27 | tr_loss=0.632 tr_acc=89.77 | te_loss=1.774 te_acc=50.41 | time=754.0
Epoch 28 | tr_loss=0.636 tr_acc=89.62 | te_loss=1.782 te_acc=50.49 | time=781.1
Epoch 29 | tr_loss=0.581 tr_acc=90.78 | te_loss=1.786 te_acc=50.60 | time=808.3
Epoch 30 | tr_loss=0.646 tr_acc=88.09 | te_loss=1.821 te_acc=49.88 | time=835.6
Epoch 31 | tr_loss=0.534 tr_acc=91.62 | te_loss=1.777 te_acc=51.29 | time=862.9
Epoch 32 | tr_loss=0.572 tr_acc=91.89 | te_loss=1.794 te_acc=49.72 | time=890.4
Epoch 33 | tr_loss=0.506 tr_acc=93.32 | te_loss=1.742 te_acc=51.48 | time=917.9
Epoch 34 | tr_loss=0.580 tr_acc=91.41 | te_loss=1.788 te_acc=50.32 | time=945.1
Epoch 35 | tr_loss=0.471 tr_acc=93.75 | te_loss=1.762 te_acc=51.02 | time=972.3
Epoch 36 | tr_loss=0.519 tr_acc=93.01 | te_loss=1.769 te_acc=51.04 | time=999.6
Epoch 37 | tr_loss=0.499 tr_acc=93.33 | te_loss=1.767 te_acc=51.60 | time=1027.1
Epoch 38 | tr_loss=0.560 tr_acc=90.31 | te_loss=1.827 te_acc=49.31 | time=1054.4
Epoch 39 | tr_loss=0.448 tr_acc=94.51 | te_loss=1.767 te_acc=51.60 | time=1081.9
Epoch 40 | tr_loss=0.476 tr_acc=93.59 | te_loss=1.786 te_acc=51.39 | time=1109.4
Epoch 41 | tr_loss=0.431 tr_acc=94.75 | te_loss=1.745 te_acc=52.58 | time=1136.6
Epoch 42 | tr_loss=0.439 tr_acc=94.12 | te_loss=1.757 te_acc=51.98 | time=1163.9
Epoch 43 | tr_loss=0.475 tr_acc=94.66 | te_loss=1.774 te_acc=51.70 | time=1191.4
Epoch 44 | tr_loss=0.549 tr_acc=92.25 | te_loss=1.784 te_acc=50.90 | time=1218.5
Epoch 45 | tr_loss=0.465 tr_acc=94.60 | te_loss=1.790 te_acc=51.15 | time=1245.8
Epoch 46 | tr_loss=0.428 tr_acc=94.75 | te_loss=1.781 te_acc=51.66 | time=1272.9
Epoch 47 | tr_loss=0.399 tr_acc=95.40 | te_loss=1.765 te_acc=52.12 | time=1300.4
Epoch 48 | tr_loss=0.453 tr_acc=94.15 | te_loss=1.778 te_acc=51.11 | time=1327.6
Epoch 49 | tr_loss=0.400 tr_acc=94.94 | te_loss=1.780 te_acc=52.14 | time=1355.2
Epoch 50 | tr_loss=0.297 tr_acc=98.84 | te_loss=1.680 te_acc=54.61 | time=1382.6
