Namespace(job_id=1, seed=5, test_batch_size=100, momentum=0.9, weight_decay=0.0001, data_path='./dataset/', dataset='cifar10', data_aug=0, model='PreActResNet18', lr=0.01, batch_size=64, ssize=64, method=<Method.ZSCORE: 3>)
initial seed = 5
Epoch 0 | tr_loss=2.315 tr_acc=9.01 | te_loss=2.315 te_acc=8.86 | time=6.9
Epoch 22 | tr_loss=0.310 tr_acc=94.17 | te_loss=0.586 te_acc=79.79 | time=374.9
Epoch 23 | tr_loss=0.279 tr_acc=94.44 | te_loss=0.600 te_acc=78.95 | time=391.6
Epoch 24 | tr_loss=0.265 tr_acc=95.91 | te_loss=0.583 te_acc=80.00 | time=408.3
Epoch 25 | tr_loss=0.262 tr_acc=95.49 | te_loss=0.586 te_acc=79.48 | time=424.8
Epoch 26 | tr_loss=0.233 tr_acc=97.01 | te_loss=0.570 te_acc=80.98 | time=441.4
Epoch 27 | tr_loss=0.225 tr_acc=96.88 | te_loss=0.566 te_acc=81.20 | time=457.9
Epoch 28 | tr_loss=0.300 tr_acc=96.17 | te_loss=0.597 te_acc=79.68 | time=474.4
Epoch 29 | tr_loss=0.225 tr_acc=97.46 | te_loss=0.572 te_acc=80.56 | time=491.0
Epoch 30 | tr_loss=0.214 tr_acc=97.13 | te_loss=0.561 te_acc=81.13 | time=507.4
Epoch 31 | tr_loss=0.183 tr_acc=98.25 | te_loss=0.557 te_acc=81.06 | time=524.1
Epoch 32 | tr_loss=0.260 tr_acc=96.66 | te_loss=0.598 te_acc=79.81 | time=540.7
Epoch 33 | tr_loss=0.181 tr_acc=97.94 | te_loss=0.535 te_acc=81.95 | time=557.4
Epoch 34 | tr_loss=0.200 tr_acc=98.08 | te_loss=0.552 te_acc=81.09 | time=573.9
Epoch 35 | tr_loss=0.175 tr_acc=98.37 | te_loss=0.546 te_acc=81.44 | time=590.5
Epoch 36 | tr_loss=0.197 tr_acc=97.40 | te_loss=0.596 te_acc=79.24 | time=607.0
Epoch 37 | tr_loss=0.164 tr_acc=98.04 | te_loss=0.557 te_acc=81.15 | time=623.6
Epoch 38 | tr_loss=0.135 tr_acc=97.88 | te_loss=0.539 te_acc=81.20 | time=640.3
Epoch 39 | tr_loss=0.189 tr_acc=97.85 | te_loss=0.552 te_acc=80.84 | time=656.9
Epoch 40 | tr_loss=0.138 tr_acc=98.62 | te_loss=0.539 te_acc=82.01 | time=673.5
Epoch 41 | tr_loss=0.119 tr_acc=98.58 | te_loss=0.546 te_acc=81.70 | time=690.2
Epoch 42 | tr_loss=0.141 tr_acc=98.58 | te_loss=0.551 te_acc=81.53 | time=707.2
Epoch 43 | tr_loss=0.107 tr_acc=98.88 | te_loss=0.540 te_acc=81.44 | time=723.9
Epoch 44 | tr_loss=0.132 tr_acc=98.49 | te_loss=0.539 te_acc=81.36 | time=740.7
Epoch 45 | tr_loss=0.126 tr_acc=99.04 | te_loss=0.543 te_acc=82.06 | time=757.4
Epoch 46 | tr_loss=0.132 tr_acc=98.89 | te_loss=0.542 te_acc=81.53 | time=774.2
Epoch 47 | tr_loss=0.122 tr_acc=98.20 | te_loss=0.550 te_acc=81.33 | time=790.9
Epoch 48 | tr_loss=0.144 tr_acc=98.47 | te_loss=0.553 te_acc=81.79 | time=807.5
Epoch 49 | tr_loss=0.144 tr_acc=98.36 | te_loss=0.557 te_acc=81.30 | time=824.0
Epoch 50 | tr_loss=0.064 tr_acc=99.94 | te_loss=0.496 te_acc=83.42 | time=840.7
